invoice_id,vendor_id,vendor_tenure_months,amount,invoice_date,po_match_status,variance_pct,is_duplicate_suspect,autonomy_tier,cost_manual_baseline,cost_with_agent
AP-600122,V1051,72,1537.22,2026-06-12,matched_exact,0.0,False,4,14.0,0.5
AP-600123,V1139,72,7649.61,2026-06-14,matched_exact,0.0,False,4,14.0,0.5
AP-600124,V1138,5,2484.01,2026-06-09,matched_exact,0.0,False,2,14.0,8.0
AP-600125,V1178,21,1013.99,2026-06-18,matched_exact,0.0,False,4,14.0,0.5
AP-600126,V1201,20,535.49,2026-06-09,matched_exact,0.0,False,4,14.0,0.5
AP-600127,V1034,14,218.58,2026-06-05,matched_exact,0.0,False,4,14.0,0.5
AP-600128,V1016,87,142.62,2026-06-04,matched_exact,0.0,False,4,14.0,0.5
AP-600129,V1163,53,319.56,2026-06-13,no_po,,False,1,14.0,14.0
AP-600130,V1092,2,5030.58,2026-06-30,matched_exact,0.0,False,2,14.0,8.0
AP-600131,V1001,75,1429.26,2026-06-28,matched_exact,0.0,False,4,14.0,0.5
AP-600132,V1211,7,409.35,2026-06-24,matched_exact,0.0,False,4,14.0,0.5
AP-600133,V1210,25,5810.05,2026-06-14,matched_exact,0.0,False,4,14.0,0.5
AP-600134,V1214,61,991.73,2026-06-30,matched_variance,2.9,False,3,14.0,2.0
AP-600135,V1180,83,2721.35,2026-06-23,matched_exact,0.0,False,4,14.0,0.5
AP-600136,V1151,75,4574.35,2026-06-05,no_po,,False,1,14.0,14.0
AP-600137,V1061,9,36102.38,2026-06-11,matched_variance,2.7,False,3,14.0,2.0
AP-600138,V1050,53,330.3,2026-06-02,matched_exact,0.0,False,4,14.0,0.5
AP-600139,V1123,25,4360.69,2026-06-13,matched_exact,0.0,False,4,14.0,0.5
AP-600140,V1075,42,693.61,2026-06-05,matched_exact,0.0,False,4,14.0,0.5
AP-600141,V1020,70,17870.5,2026-06-23,matched_exact,0.0,False,3,14.0,2.0
AP-600142,V1219,10,7124.79,2026-06-17,matched_exact,0.0,False,4,14.0,0.5
AP-600143,V1073,77,6644.94,2026-06-13,matched_exact,0.0,False,4,14.0,0.5
AP-600144,V1121,82,904.72,2026-06-21,matched_variance,0.9,False,3,14.0,2.0
AP-600145,V1128,66,1602.87,2026-06-04,matched_exact,0.0,False,4,14.0,0.5
AP-600146,V1011,38,279.37,2026-06-07,matched_variance,5.0,False,3,14.0,2.0
AP-600147,V1173,52,1949.93,2026-06-03,matched_variance,8.7,False,2,14.0,8.0
AP-600148,V1138,5,1068.65,2026-06-27,matched_exact,0.0,False,2,14.0,8.0
AP-600149,V1158,74,3380.24,2026-06-21,matched_exact,0.0,False,4,14.0,0.5
AP-600150,V1102,94,3347.11,2026-06-04,matched_exact,0.0,False,4,14.0,0.5
AP-600151,V1021,73,99.97,2026-06-30,matched_exact,0.0,False,4,14.0,0.5
AP-600152,V1203,37,9679.21,2026-06-26,matched_exact,0.0,False,4,14.0,0.5
AP-600153,V1016,87,275.61,2026-06-08,matched_exact,0.0,False,4,14.0,0.5
AP-600154,V1082,61,2084.42,2026-06-15,matched_exact,0.0,False,4,14.0,0.5
AP-600155,V1046,61,10852.51,2026-06-02,matched_variance,4.4,False,3,14.0,2.0
AP-600156,V1168,55,825.03,2026-06-25,matched_exact,0.0,False,4,14.0,0.5
AP-600157,V1065,78,329.23,2026-06-27,matched_exact,0.0,False,4,14.0,0.5
AP-600158,V1045,37,2869.45,2026-06-22,no_po,,False,1,14.0,14.0
AP-600159,V1169,45,3647.95,2026-06-03,matched_exact,0.0,False,4,14.0,0.5
AP-600160,V1205,44,192.04,2026-06-21,matched_exact,0.0,False,4,14.0,0.5
AP-600161,V1109,47,3065.41,2026-06-23,matched_exact,0.0,False,4,14.0,0.5
AP-600162,V1212,25,17429.45,2026-06-13,matched_exact,0.0,False,3,14.0,2.0
AP-600163,V1118,75,3109.34,2026-06-01,matched_exact,0.0,False,4,14.0,0.5
AP-600164,V1065,78,84085.41,2026-06-23,matched_exact,0.0,False,2,14.0,8.0
AP-600165,V1190,34,39801.32,2026-06-27,matched_exact,0.0,False,3,14.0,2.0
AP-600166,V1175,83,8326.59,2026-06-22,no_po,,False,1,14.0,14.0
AP-600167,V1083,60,17950.85,2026-06-06,matched_variance,5.5,False,2,14.0,8.0
AP-600168,V1149,91,87839.56,2026-06-13,matched_exact,0.0,False,2,14.0,8.0
AP-600169,V1156,20,14919.13,2026-06-16,matched_exact,0.0,False,3,14.0,2.0
AP-600170,V1135,91,26172.54,2026-06-03,matched_exact,0.0,False,3,14.0,2.0
AP-600171,V1107,88,74226.86,2026-06-24,matched_exact,0.0,False,2,14.0,8.0
AP-600172,V1137,89,895.76,2026-06-10,matched_exact,0.0,False,4,14.0,0.5
AP-600173,V1127,12,12495.57,2026-06-15,matched_exact,0.0,False,3,14.0,2.0
AP-600174,V1069,78,4955.8,2026-06-20,matched_exact,0.0,False,4,14.0,0.5
AP-600175,V1080,77,722.18,2026-06-11,matched_exact,0.0,False,4,14.0,0.5
AP-600176,V1086,71,2677.48,2026-06-02,matched_exact,0.0,False,4,14.0,0.5
AP-600177,V1208,22,4299.41,2026-06-18,matched_exact,0.0,False,4,14.0,0.5
AP-600178,V1011,38,5797.29,2026-06-25,matched_exact,0.0,False,4,14.0,0.5
AP-600179,V1019,76,6640.42,2026-06-11,matched_exact,0.0,False,4,14.0,0.5
AP-600180,V1148,87,891.54,2026-06-19,matched_exact,0.0,False,4,14.0,0.5
AP-600181,V1046,61,2341.75,2026-06-04,matched_variance,3.4,False,3,14.0,2.0
AP-600182,V1158,74,4835.25,2026-06-28,matched_variance,3.6,False,3,14.0,2.0
AP-600183,V1009,31,4061.67,2026-06-21,matched_variance,8.5,False,2,14.0,8.0
AP-600184,V1188,77,773.09,2026-06-15,matched_variance,7.5,False,2,14.0,8.0
AP-600185,V1123,25,1540.24,2026-06-26,matched_exact,0.0,False,4,14.0,0.5
AP-600186,V1010,34,1917.48,2026-06-04,matched_variance,0.9,False,3,14.0,2.0
AP-600187,V1032,20,613.4,2026-06-02,matched_exact,0.0,False,4,14.0,0.5
AP-600188,V1065,78,13904.15,2026-06-12,matched_exact,0.0,False,3,14.0,2.0
AP-600189,V1149,91,285.62,2026-06-26,matched_exact,0.0,False,4,14.0,0.5
AP-600190,V1033,68,2039.68,2026-06-09,no_po,,False,1,14.0,14.0
AP-600191,V1000,6,3491.27,2026-06-14,matched_variance,2.2,False,3,14.0,2.0
AP-600192,V1016,87,581.28,2026-06-29,matched_exact,0.0,False,4,14.0,0.5
AP-600193,V1213,35,605.15,2026-06-13,matched_variance,2.8,False,3,14.0,2.0
AP-600194,V1096,26,9792.01,2026-06-29,matched_variance,4.8,False,3,14.0,2.0
AP-600195,V1200,91,12869.06,2026-06-29,matched_exact,0.0,False,3,14.0,2.0
AP-600196,V1142,21,4965.77,2026-06-02,no_po,,False,1,14.0,14.0
AP-600197,V1217,30,6761.31,2026-06-25,matched_exact,0.0,False,4,14.0,0.5
AP-600198,V1094,30,3363.17,2026-06-11,no_po,,False,1,14.0,14.0
AP-600199,V1201,20,3442.62,2026-06-06,matched_exact,0.0,False,4,14.0,0.5
AP-600200,V1183,5,4403.24,2026-06-13,matched_variance,2.5,False,2,14.0,8.0
AP-600201,V1030,43,4485.72,2026-06-03,matched_exact,0.0,False,4,14.0,0.5
AP-600202,V1150,27,2516.53,2026-06-25,matched_exact,0.0,False,4,14.0,0.5
AP-600203,V1155,3,8459.84,2026-06-07,matched_variance,5.7,False,2,14.0,8.0
AP-600204,V1104,16,44751.62,2026-06-30,matched_exact,0.0,False,3,14.0,2.0
AP-600205,V1061,9,10988.31,2026-06-29,matched_exact,0.0,False,3,14.0,2.0
AP-600206,V1068,6,17732.59,2026-06-10,matched_exact,0.0,False,3,14.0,2.0
AP-600207,V1159,31,5463.98,2026-06-28,matched_exact,0.0,False,4,14.0,0.5
AP-600208,V1165,65,2407.97,2026-06-15,matched_exact,0.0,False,4,14.0,0.5
AP-600209,V1101,85,8513.41,2026-06-03,no_po,,False,1,14.0,14.0
AP-600210,V1193,81,5705.67,2026-06-23,matched_exact,0.0,False,4,14.0,0.5
AP-600211,V1181,76,90.97,2026-06-04,matched_exact,0.0,False,4,14.0,0.5
AP-600212,V1094,30,2210.78,2026-06-07,matched_exact,0.0,False,4,14.0,0.5
AP-600213,V1188,77,3196.75,2026-06-29,matched_exact,0.0,False,4,14.0,0.5
AP-600214,V1011,38,1028.09,2026-06-14,matched_exact,0.0,False,4,14.0,0.5
AP-600215,V1065,78,635.49,2026-06-28,no_po,,False,1,14.0,14.0
AP-600216,V1173,52,462.87,2026-06-13,no_po,,False,1,14.0,14.0
AP-600217,V1004,76,15736.07,2026-06-19,matched_exact,0.0,False,3,14.0,2.0
AP-600218,V1078,69,2708.66,2026-06-22,matched_exact,0.0,False,4,14.0,0.5
AP-600219,V1093,11,12164.99,2026-06-18,matched_exact,0.0,False,3,14.0,2.0
AP-600220,V1116,58,9236.42,2026-06-04,matched_variance,1.8,False,3,14.0,2.0
AP-600221,V1125,72,5962.8,2026-06-12,matched_exact,0.0,False,4,14.0,0.5
AP-600222,V1034,14,15320.56,2026-06-10,no_po,,False,1,14.0,14.0
AP-600223,V1131,65,4912.71,2026-06-21,matched_exact,0.0,False,4,14.0,0.5
AP-600224,V1022,71,236.67,2026-06-21,matched_exact,0.0,False,4,14.0,0.5
AP-600225,V1178,21,387.92,2026-06-09,matched_exact,0.0,False,4,14.0,0.5
AP-600226,V1092,2,215.3,2026-06-07,matched_exact,0.0,False,2,14.0,8.0
AP-600227,V1102,94,17556.75,2026-06-06,matched_exact,0.0,False,3,14.0,2.0
AP-600228,V1003,53,7986.77,2026-06-06,matched_variance,2.6,False,3,14.0,2.0
AP-600229,V1215,45,769.43,2026-06-30,matched_exact,0.0,False,4,14.0,0.5
AP-600230,V1013,77,10856.12,2026-06-04,no_po,,False,1,14.0,14.0
AP-600231,V1002,61,1524.7,2026-06-14,no_po,,False,1,14.0,14.0
AP-600232,V1219,10,9380.29,2026-06-11,matched_exact,0.0,False,4,14.0,0.5
AP-600233,V1204,72,69220.75,2026-06-02,matched_exact,0.0,False,2,14.0,8.0
AP-600234,V1095,43,949.84,2026-06-15,matched_exact,0.0,False,4,14.0,0.5
AP-600235,V1104,16,13971.33,2026-06-19,matched_exact,0.0,False,3,14.0,2.0
AP-600236,V1146,75,3370.13,2026-06-19,matched_variance,7.2,False,2,14.0,8.0
AP-600237,V1149,91,2985.5,2026-06-09,matched_exact,0.0,False,4,14.0,0.5
AP-600238,V1006,83,14530.05,2026-06-29,matched_exact,0.0,False,3,14.0,2.0
AP-600239,V1049,18,20277.24,2026-06-04,matched_exact,0.0,False,3,14.0,2.0
AP-600240,V1013,77,14421.02,2026-06-20,no_po,,False,1,14.0,14.0
AP-600241,V1082,61,9963.3,2026-06-03,matched_exact,0.0,False,4,14.0,0.5
AP-600242,V1132,36,1599.6,2026-06-03,matched_exact,0.0,False,4,14.0,0.5
AP-600243,V1052,33,927.07,2026-06-05,matched_variance,3.4,False,3,14.0,2.0
AP-600244,V1050,53,6898.7,2026-06-13,matched_exact,0.0,False,4,14.0,0.5
AP-600245,V1014,18,8562.91,2026-06-23,matched_exact,0.0,False,4,14.0,0.5
AP-600246,V1181,76,4043.6,2026-06-05,matched_exact,0.0,False,4,14.0,0.5
AP-600247,V1069,78,286.68,2026-06-17,matched_exact,0.0,False,4,14.0,0.5
AP-600248,V1000,6,1034.8,2026-06-12,matched_exact,0.0,False,4,14.0,0.5
AP-600249,V1098,35,1988.17,2026-06-05,matched_exact,0.0,False,4,14.0,0.5
AP-600250,V1094,30,2323.83,2026-06-20,matched_exact,0.0,False,4,14.0,0.5
AP-600251,V1097,7,3622.54,2026-06-13,no_po,,False,1,14.0,14.0
AP-600252,V1122,93,242.14,2026-06-16,matched_exact,0.0,False,4,14.0,0.5
AP-600253,V1191,92,1255.11,2026-06-24,matched_exact,0.0,False,4,14.0,0.5
AP-600254,V1008,92,4289.84,2026-06-20,matched_exact,0.0,False,4,14.0,0.5
AP-600255,V1170,81,1821.1,2026-06-16,matched_exact,0.0,False,4,14.0,0.5
AP-600256,V1099,45,70.61,2026-06-24,matched_exact,0.0,False,4,14.0,0.5
AP-600257,V1186,62,1242.45,2026-06-05,matched_exact,0.0,False,4,14.0,0.5
AP-600258,V1214,61,9976.21,2026-06-29,matched_exact,0.0,False,4,14.0,0.5
AP-600259,V1045,37,16781.23,2026-06-16,matched_exact,0.0,False,3,14.0,2.0
AP-600260,V1172,28,1382.76,2026-06-22,matched_exact,0.0,False,4,14.0,0.5
AP-600261,V1144,15,23065.93,2026-06-21,matched_variance,4.2,False,3,14.0,2.0
AP-600262,V1077,64,1447.31,2026-06-19,matched_exact,0.0,False,4,14.0,0.5
AP-600263,V1167,49,13737.8,2026-06-08,matched_exact,0.0,False,3,14.0,2.0
AP-600264,V1126,60,2140.35,2026-06-28,matched_exact,0.0,False,4,14.0,0.5
AP-600265,V1176,24,2507.62,2026-06-26,matched_exact,0.0,False,4,14.0,0.5
AP-600266,V1029,83,1681.57,2026-06-05,matched_exact,0.0,False,4,14.0,0.5
AP-600267,V1042,25,27738.91,2026-06-03,matched_exact,0.0,False,3,14.0,2.0
AP-600268,V1177,80,8935.38,2026-06-02,matched_exact,0.0,False,4,14.0,0.5
AP-600269,V1188,77,737.42,2026-06-11,matched_exact,0.0,False,4,14.0,0.5
AP-600270,V1162,59,4079.9,2026-06-24,matched_exact,0.0,False,4,14.0,0.5
AP-600271,V1100,24,1009.59,2026-06-30,matched_exact,0.0,False,4,14.0,0.5
AP-600272,V1019,76,1115.62,2026-06-09,no_po,,False,1,14.0,14.0
AP-600273,V1029,83,76.56,2026-06-09,matched_exact,0.0,False,4,14.0,0.5
AP-600274,V1024,93,3079.59,2026-06-30,matched_exact,0.0,False,4,14.0,0.5
AP-600275,V1013,77,11057.2,2026-06-17,no_po,,False,1,14.0,14.0
AP-600276,V1174,23,3642.72,2026-06-30,matched_exact,0.0,False,4,14.0,0.5
AP-600277,V1051,72,1400.91,2026-06-29,matched_exact,0.0,False,4,14.0,0.5
AP-600278,V1168,55,1685.11,2026-06-23,matched_exact,0.0,False,4,14.0,0.5
AP-600279,V1120,85,1961.49,2026-06-18,matched_exact,0.0,False,4,14.0,0.5
AP-600280,V1194,14,6857.95,2026-06-03,no_po,,False,1,14.0,14.0
AP-600281,V1158,74,1601.67,2026-06-15,matched_exact,0.0,False,4,14.0,0.5
AP-600282,V1184,63,6742.99,2026-06-08,no_po,,False,1,14.0,14.0
AP-600283,V1076,79,6672.59,2026-06-28,matched_exact,0.0,False,4,14.0,0.5
AP-600284,V1154,84,889.76,2026-06-03,matched_exact,0.0,False,4,14.0,0.5
AP-600285,V1197,8,1043.32,2026-06-16,no_po,,False,1,14.0,14.0
AP-600286,V1200,91,4002.68,2026-06-18,matched_exact,0.0,False,4,14.0,0.5
AP-600287,V1009,31,7425.27,2026-06-20,matched_exact,0.0,False,4,14.0,0.5
AP-600288,V1079,93,445.08,2026-06-05,matched_variance,1.2,False,3,14.0,2.0
AP-600289,V1118,75,195.07,2026-06-15,matched_exact,0.0,False,4,14.0,0.5
AP-600290,V1143,65,13009.25,2026-06-05,no_po,,False,1,14.0,14.0
AP-600291,V1200,91,1059.79,2026-06-19,matched_exact,0.0,False,4,14.0,0.5
AP-600292,V1176,24,506.33,2026-06-12,matched_exact,0.0,False,4,14.0,0.5
AP-600293,V1126,60,19359.08,2026-06-04,matched_exact,0.0,False,3,14.0,2.0
AP-600294,V1087,45,4189.68,2026-06-04,no_po,,False,1,14.0,14.0
AP-600295,V1032,20,363.6,2026-06-24,matched_variance,6.2,False,2,14.0,8.0
AP-600296,V1179,90,72.97,2026-06-29,matched_variance,3.5,False,3,14.0,2.0
AP-600297,V1049,18,8596.48,2026-06-30,matched_exact,0.0,False,4,14.0,0.5
AP-600298,V1084,11,2016.59,2026-06-06,no_po,,False,1,14.0,14.0
AP-600299,V1073,77,1161.47,2026-06-05,matched_exact,0.0,False,4,14.0,0.5
AP-600300,V1126,60,10037.85,2026-06-22,matched_variance,4.0,False,3,14.0,2.0
AP-600301,V1125,72,995.81,2026-06-24,no_po,,False,1,14.0,14.0
AP-600302,V1111,25,14518.71,2026-06-06,matched_variance,3.5,False,3,14.0,2.0
AP-600303,V1004,76,625.77,2026-06-20,matched_exact,0.0,False,4,14.0,0.5
AP-600304,V1102,94,1078.33,2026-06-08,matched_variance,2.2,False,3,14.0,2.0
AP-600305,V1205,44,677.16,2026-06-27,matched_exact,0.0,False,4,14.0,0.5
